Price,Close,High,Low,Open,Volume
Ticker,LTIM.NS,LTIM.NS,LTIM.NS,LTIM.NS,LTIM.NS
Date,,,,,
2016-07-21,610.257080078125,621.1045613806685,582.6135744782046,583.4883696350787,11824029
2016-07-22,612.3568115234375,619.9675425738842,609.0325995109656,612.3568115234375,820402
2016-07-25,606.27685546875,613.2314885929294,605.3583311074282,613.2314885929294,260240
2016-07-26,605.4896850585938,613.6690010640037,603.6088535055774,607.8953725182174,312995
2016-07-27,603.5213623046875,610.3010265927614,601.0281634014963,605.4458694524898,168708
2016-07-28,594.7733154296875,609.7322929378583,592.9799424417288,605.0083772019807,375033
2016-07-29,605.1834106445312,612.3567431717689,599.2348129609453,603.6087896978866,726870
2016-08-01,600.8968505859375,609.1636225986688,597.1351884715851,607.8514297848051,347573
2016-08-02,598.0537109375,603.6086386459972,597.0476751824538,599.278392081407,268056
2016-08-03,594.8607788085938,601.8591409122243,592.8487603824531,599.2347551233629,116318
2016-08-04,595.779296875,598.3599535521602,594.0734354515711,596.6540921287312,134769
2016-08-05,610.3009643554688,625.4786415017352,596.1729988579475,596.566667422861,593783
2016-08-08,613.1439208984375,619.3549448924574,609.1198313109222,612.3565839332206,347844
2016-08-09,610.8695678710938,621.9794792336684,609.1199772122086,615.1560863426703,341932
2016-08-10,603.827392578125,613.1877119863477,603.6086937760322,612.2691876962106,84904
2016-08-11,598.40380859375,609.7324201927731,597.0478863437125,604.4836475655757,96842
2016-08-12,599.4097900390625,604.571050615806,597.4852295726193,600.6782539869412,74615
2016-08-16,596.5667114257812,601.8592127194418,595.9980730797114,599.4097963695867,64845
2016-08-17,593.9422607421875,604.9209307297061,592.4113690158289,596.6978338136734,90769
2016-08-18,590.443115234375,596.4791709403712,589.6120489970458,594.6858512029362,152898
2016-08-19,581.3888549804688,594.7732639423957,579.6830470949287,590.4867462052313,222490
2016-08-22,573.9094848632812,583.4885047274918,572.9909604145535,582.569980278764,132422
2016-08-23,565.073974609375,579.0269688389137,563.3681132771659,573.0783187170296,221090
2016-08-24,559.7377319335938,568.1357985582736,558.4255390291062,565.1177441992991,188676
2016-08-25,572.0286865234375,581.5639235657917,559.9127391907165,559.9127391907165,283053
2016-08-26,566.6923217773438,577.2773757687155,565.6425568551792,573.0345869985632,86564
2016-08-29,560.6563720703125,566.3862710455358,559.6940651306447,563.8056140342189,66739
2016-08-30,570.14794921875,577.2337711888983,561.1812956253597,563.3682843066744,141778
