Price,Close,High,Low,Open,Volume
Ticker,BAJAJFINSV.NS,BAJAJFINSV.NS,BAJAJFINSV.NS,BAJAJFINSV.NS,BAJAJFINSV.NS
Date,,,,,
2002-08-12,443.8223876953125,450.0382564837571,440.5921087333433,440.5921087333433,50600
2002-08-13,437.9001770019531,444.8991343063348,435.84453146291656,444.8991343063348,25600
2002-08-14,425.615234375,439.5152842675985,407.21237918779724,407.21237918779724,105200
2002-08-15,425.615234375,425.615234375,425.615234375,425.615234375,0
2002-08-16,418.6163635253906,431.68436560151883,403.7863963959785,403.7863963959785,143100
2002-08-19,420.5740966796875,422.28712979884256,416.07126079189453,420.9167092781039,68300
2002-08-20,428.4050598144531,433.4952267781388,416.02228484026296,422.97231016159094,53900
2002-08-21,425.7621154785156,435.5998070365766,424.88110320639464,435.5998070365766,33600
2002-08-22,419.10577392578125,429.481866007908,418.27372331049696,421.01459416832023,123100
2002-08-23,410.98114013671875,419.8399569696537,409.65965141563106,417.98009833805133,170900
2002-08-26,408.9254455566406,416.02229649688155,405.7440985834292,410.63847854221603,136900
2002-08-27,408.3870544433594,411.1278951283794,407.4571103504474,411.1278951283794,158200
2002-08-28,409.072265625,430.7054307341884,404.27577930277226,430.7054307341884,70400
2002-08-29,409.2680969238281,411.0790236548262,394.242343051441,394.242343051441,77100
2002-08-30,409.61065673828125,411.12790252461934,400.3602669823079,409.17015060783547,54900
2002-09-02,407.0166320800781,414.9455337175706,399.9197810237721,411.1279232618668,128100
2002-09-03,407.310302734375,410.1490371121174,403.884236791911,410.1490371121174,109700
2002-09-04,409.4149169921875,411.1279501176778,404.7652556515709,406.233569759134,66200
2002-09-05,410.83428955078125,416.0223206592437,409.46383918438625,411.1279404161937,82800
2002-09-06,410.2958984375,411.1279490709194,407.31033837556055,411.1279490709194,43500
2002-09-09,411.030029296875,411.47053544912234,408.1423630004566,411.12792287214387,52200
2002-09-10,411.030029296875,411.030029296875,411.030029296875,411.030029296875,0
2002-09-11,410.88323974609375,414.06458704609327,410.1490826768631,411.1279587691706,33700
2002-09-12,411.225830078125,412.1068125388961,408.43602739157814,411.12793649961134,35100
2002-09-13,411.5194396972656,416.02227500127583,409.2190752609093,409.2190752609093,80300
2002-09-16,411.0789489746094,414.7986654709619,408.43597207730704,411.1278808207764,13100
2002-09-17,404.814208984375,413.0857241783499,398.6473013545806,413.0857241783499,54100
2002-09-18,392.8719177246094,407.21244621405253,387.34127388883564,401.3391897782729,63100
2002-09-19,375.79058837890625,393.50825457177416,367.61696567378664,392.52937831662047,188200
2002-09-20,369.13409423828125,374.42001792857104,367.07844894957947,367.07844894957947,165500
2002-09-23,363.8482666015625,373.4412406507592,358.51337978595166,367.0785458559232,106400
2002-09-24,372.80499267578125,375.74162116495967,363.0651629041677,364.14193265811906,110800
2002-09-25,376.37774658203125,379.21648043862535,370.99392966083184,374.7136457663112,45200
2002-09-26,374.224365234375,382.74060025834973,371.97296188791023,371.97296188791023,30700
2002-09-27,390.5226135253906,393.5081735396427,371.9729003608563,371.9729003608563,123900
2002-09-30,381.4189758300781,396.4447263720986,379.8527684673573,386.7048995404553,86100
2002-10-01,371.23870849609375,381.76162508497447,360.37317934601356,376.91617712511106,137700
2002-10-02,371.23870849609375,371.23870849609375,371.23870849609375,371.23870849609375,0
2002-10-03,360.1774597167969,376.86728465969856,358.46442660470734,376.86728465969856,73400
2002-10-04,358.36651611328125,366.8827195449116,353.1784552948659,359.2964304064934,76300
2002-10-07,359.9816589355469,364.6313200638782,355.4298913845024,357.2897498612498,99300
2002-10-08,376.6224670410156,379.75488157505976,359.24742145302855,359.24742145302855,103800
2002-10-09,383.91522216796875,387.63493943560377,377.99300378061236,381.27224472264567,79900
2002-10-10,397.1788635253906,400.3602099368694,384.6981968342046,384.6981968342046,181900
2002-10-11,391.5014953613281,397.22789646101415,372.0707994361706,372.0707994361706,139700
2002-10-14,390.5226135253906,397.4236777539675,387.8307043780423,392.5292974860615,46600
2002-10-15,390.5226135253906,390.5226135253906,390.5226135253906,390.5226135253906,0
2002-10-16,389.34796142578125,393.5081847722541,386.65605220159296,391.0609945684465,51800
2002-10-17,386.90069580078125,396.1510849171032,382.985192237965,386.6559768281052,76200
2002-10-18,393.7039794921875,410.1490860281548,385.6771835205083,385.6771835205083,55600
2002-10-21,395.857421875,401.2902012343748,394.4870015414999,396.4447534101923,79900
2002-10-22,378.53131103515625,401.33910686644697,373.24535743662733,401.33910686644697,154600
2002-10-23,393.16552734375,396.5426613891433,374.0774459303116,374.0774459303116,380500
2002-10-24,400.31134033203125,405.1567584652403,386.65600858596497,392.43137084089204,287400
2002-10-25,402.1711120605469,409.0721742209236,393.2144048291268,401.24116813917186,97600
2002-10-28,398.50042724609375,406.2335417039453,396.49371351392176,403.29691369162765,83500
2002-10-29,411.71527099609375,417.7842845586275,397.423674747343,399.3814268396944,272900
2002-10-30,412.8410339355469,426.30058157422803,392.52935295353717,412.98785938974635,272300
2002-10-31,414.79876708984375,416.0223622729996,404.27584851470317,411.1279815403761,99000
2002-11-01,432.71209716796875,436.5786690787095,414.55396043684635,416.0222743463039,448800
2002-11-04,438.83001708984375,441.47299374658525,429.48176498074116,431.684235570386,55500
2002-11-05,426.8388977050781,438.53647867240795,424.3427756796626,438.53647867240795,122300
2002-11-06,426.8388977050781,426.8388977050781,426.8388977050781,426.8388977050781,0
2002-11-07,420.1335754394531,424.6363809727435,417.0011604074111,423.9511857221193,141900
2002-11-08,423.8533020019531,428.2582439396178,417.5395399421307,417.5395399421307,127700
2002-11-11,426.7898864746094,430.705390020248,421.01452471937665,430.705390020248,50000
2002-11-12,426.6431579589844,429.726611726858,422.9234108221021,422.9234108221021,41400
2002-11-13,433.7400207519531,439.4174903773894,424.93013554997543,424.93013554997543,306000
2002-11-14,430.0691223144531,436.5786409185878,426.20255065311335,436.5786409185878,133600
2002-11-15,443.2350769042969,450.28299662675613,429.72659895466506,434.1315413129703,376500
2002-11-18,442.1582946777344,446.3674494669592,438.87905415114443,444.4586293457268,104300
2002-11-19,442.1582946777344,442.1582946777344,442.1582946777344,442.1582946777344,0
2002-11-20,443.2840270996094,446.36748069561884,438.63436584236337,441.47310042483355,98400
2002-11-21,467.5601501464844,470.34995292824044,393.36135578564347,393.36135578564347,259400
2002-11-22,463.9383239746094,474.754892567439,459.0928754930493,461.63795924222296,131600
2002-11-25,467.3643798828125,473.7760060317996,455.177361166915,455.177361166915,62500
2002-11-26,463.0083312988281,484.54360252202946,458.65232130678385,469.8604630516649,231600
2002-11-27,456.3030090332031,465.2597178227959,453.2684876740339,463.0083151317893,121300
2002-11-28,461.29534912109375,466.8259929555995,457.1351258133704,461.735855302847,97700
2002-11-29,461.29534912109375,461.29534912109375,461.29534912109375,461.29534912109375,0
2002-12-02,467.9027099609375,489.4379811306878,465.94495803641473,474.75484169676713,173800
2002-12-03,469.32208251953125,474.5590449128842,462.6167763396969,474.5590449128842,173700
2002-12-04,470.1540832519531,476.7125637371358,466.9238047281597,474.75481193534057,340900
2002-12-05,462.6167907714844,471.8182189422463,458.60339330797177,471.8182189422463,146300
2002-12-06,459.6312255859375,469.664704842108,454.4431946026488,466.9238639212999,174800
2002-12-09,464.3298034667969,470.8393224280682,460.2674743310353,467.90269463745653,116800
2002-12-10,467.6579895019531,513.9098785735748,456.2540905520004,456.2540905520004,54500
2002-12-11,455.1773376464844,472.69921198130174,453.70902365407636,472.69921198130174,242700
2002-12-12,459.9248962402344,466.3854838382168,450.38085520567,455.17734164845587,271300
2002-12-13,465.8960266113281,466.9238344234682,455.66676084722104,455.66676084722104,73300
2002-12-16,470.2030944824219,553.0649422440467,452.24071383495505,553.0649422440467,323300
2002-12-17,470.5945739746094,475.53788516339586,450.282899694894,450.282899694894,143300
2002-12-18,473.4333801269531,475.14641315843807,460.0717284559557,470.59464564936314,99500
2002-12-19,483.22210693359375,485.4735395432361,471.2798382626353,476.71258783810976,222400
2002-12-20,479.11083984375,485.22881445676694,475.78263775593047,481.60696153669176,71700
2002-12-23,480.53021240234375,481.5580501046596,474.75485009739333,480.1386679850957,55100
2002-12-24,477.9852600097656,483.0754284491833,476.76166469961066,481.6071140769973,100300
2002-12-25,477.9852600097656,477.9852600097656,477.9852600097656,477.9852600097656,0
