Price,Close,High,Low,Open,Volume
Ticker,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS
Date,,,,,
2006-04-21,71.39359283447266,72.13903270094362,70.14719079834958,72.13903270094362,592354
2006-04-24,69.20939636230469,72.21919621566677,68.93285888708955,72.21919621566677,1058567
2006-04-25,67.17748260498047,70.45580013598598,66.97308447805736,69.3336367873067,1708522
2006-04-26,67.27767181396484,68.51605413579826,66.31982702625332,67.72252785497516,5478614
2006-04-27,67.63435363769531,69.68630857272687,66.84884066710605,69.68630857272687,3711975
2006-04-28,70.00691986083984,70.728313291357,62.52049423687979,64.9251258471594,1517045
2006-05-02,70.29547119140625,70.77640010375026,69.17330811530681,69.17330811530681,1543446
2006-05-03,72.26728057861328,73.10088639296148,70.16322623949351,71.01687185709099,5865022
2006-05-04,73.62989044189453,74.22303163189817,70.94872199716129,72.21917021464711,3005355
2006-05-05,73.79824829101562,74.4955888473405,71.24131756669166,71.24131756669166,1522812
2006-05-08,72.55184936523438,73.98260351392987,71.73827657262372,72.62799537328604,695710
2006-05-09,72.54782104492188,73.53372545672953,70.93672211544543,73.53372545672953,1542973
2006-05-10,72.2632827758789,73.25720055878122,70.58003778281083,71.41765034448768,838957
2006-05-11,70.5519790649414,71.97872627365187,70.13517613997791,71.65810914514579,427773
2006-05-12,70.11114501953125,71.63407835766385,69.81457427529912,70.52794803562199,823885
2006-05-15,68.576171875,72.09094701989835,67.32976971415941,72.09094701989835,1360447
2006-05-16,68.68437194824219,70.45578921163049,67.32976416487328,70.45578921163049,547686
2006-05-17,70.96479034423828,71.73827694533804,66.52823599255566,70.05503173061317,1570579
2006-05-18,69.18534088134766,72.05486829991716,67.37385058651671,71.7382578338479,1332884
2006-05-19,67.60232543945312,69.68634108674247,66.54829438535238,68.93288750451427,1752287
2006-05-22,64.62456512451172,68.93688049798352,63.40220920278,65.74672858502514,1797311
2006-05-23,67.71450805664062,68.93285045628916,60.9975620944797,63.70678426940353,993641
2006-05-24,67.59026336669922,68.13130511043957,65.5663618437429,67.73052881870433,6472438
2006-05-25,68.88875579833984,73.73409098725068,63.84302920041525,67.49807534141986,12618275
2006-05-26,68.09124755859375,70.13117632008385,64.92514211849269,67.73055075293848,1365094
2006-05-29,66.37994384765625,69.65425477204208,65.92707448904311,69.65425477204208,691901
2006-05-30,65.10147857666016,67.32576538284634,64.52436376374672,66.20760872235468,2031445
2006-05-31,64.55642700195312,65.27782055717452,60.99757186669736,64.60451990563455,1938245
2006-06-01,63.67872619628906,64.8369623736294,61.718950504621844,64.36404669163417,1516077
2006-06-02,65.2337417602539,65.2818346694361,60.516649751648934,63.714815054149945,579552
2006-06-05,63.975311279296875,69.49394887999154,63.01345321787772,69.49394887999154,515798
2006-06-06,61.15387725830078,62.752963192530174,59.55479790312871,59.55479790312871,1330721
2006-06-07,57.895591735839844,61.558652485076884,56.26845290880338,60.91741158739831,2930176
2006-06-08,54.513065338134766,57.68317345602687,51.3068842578688,57.68317345602687,2251970
2006-06-09,57.72726821899414,58.50476797750572,51.02635097730266,51.02635097730266,1299124
2006-06-12,57.7673454284668,59.71510161103512,56.152232953961324,58.112015652981825,1025819
2006-06-13,56.96980285644531,59.715091623557925,55.38675039215268,56.140203626996765,1072230
2006-06-14,55.15830612182617,59.31431862303954,54.10427561096246,56.98983956464237,1808758
2006-06-15,57.45473861694336,58.352463973541056,54.617267400259195,56.58906642143779,2206860
2006-06-16,59.01775360107422,60.03571124708627,56.10814620985117,58.50476484324593,1888423
2006-06-19,57.402645111083984,59.86739003494992,56.460826821732745,59.31432820869272,819936
