Price,Close,High,Low,Open,Volume
Ticker,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
Date,,,,,
2002-07-01,17.986133575439453,18.480686725437877,17.764885430956742,18.194366480701948,2047540
2002-07-02,19.14443588256836,19.78214862964216,18.064225372064982,18.220400089546274,5546354
2002-07-03,20.107513427734375,20.172586909717005,19.0728555768894,19.13142075497569,5745267
2002-07-04,19.606454849243164,20.61508366446806,19.352670569327163,20.172588592045607,3896601
2002-07-05,19.808183670043945,19.944836237947058,19.28759979343142,19.391716295697268,3261038
2002-07-08,19.50233268737793,19.9643498081269,19.450274458709952,19.957842870864074,2092667
2002-07-09,19.391712188720703,19.814686413556338,19.274581831120333,19.61296039181905,1026800
2002-07-10,19.320133209228516,19.52185786648359,19.26156666491286,19.495828746326517,1513611
2002-07-11,19.17697525024414,19.38520824282227,19.00127832143555,19.38520824282227,1454750
2002-07-12,19.17697525024414,19.61947035947266,19.092380938330077,19.521860802880866,475040
2002-07-15,18.877635955810547,19.261565802253216,18.74098342242686,19.24855192539902,535634
2002-07-16,18.714948654174805,18.871123320980107,18.53925181269821,18.740977765309022,1400542
2002-07-17,18.845102310180664,18.96223404327353,18.610840209278038,18.740985820890607,1242741
2002-07-18,18.864622116088867,18.99476771130163,18.74098345931601,18.884144296691517,1076009
2002-07-19,18.94270896911621,19.521856511080095,18.2203992283037,18.610837368834645,4412276
2002-07-22,18.806053161621094,18.871126633520557,18.363558194666112,18.740981055004386,1842252
2002-07-23,18.897159576416016,18.975246939340547,18.688926608617265,18.858115212312235,2576926
2002-07-24,18.428634643554688,18.77352014101517,18.304995982670864,18.623852360223328,1909121
2002-07-25,18.187864303588867,19.105391806485272,18.051211765068352,18.8711297267574,2055350
2002-07-26,17.86901092529297,17.992648241944476,17.60871968189526,17.82996655614171,1349804
2002-07-29,18.454662322998047,18.74098261963772,17.569670949919825,18.025181195397103,1999052
2002-07-30,17.953601837158203,18.98825967499155,17.56967198455291,18.98825967499155,3601317
2002-07-31,18.298486709594727,18.480689160423488,17.478567489168498,17.764887771629525,1734975
2002-08-01,18.838590621948242,18.981751451649817,18.318008269002245,18.467676036794934,2501174
2002-08-02,18.30499839782715,18.871132171842792,16.931960434917297,18.871132171842792,987239
2002-08-05,17.842979431152344,18.350546605724155,17.67378946277306,18.22040100131048,1550274
2002-08-06,17.74536895751953,17.90805061319919,17.563165120879088,17.82345631607972,1488140
2002-08-07,17.80393409729004,18.15532789270575,17.641252441956038,17.960108814078588,1053602
2002-08-08,17.667280197143555,17.89503531619355,17.58919284477923,17.842977081284,881501
2002-08-09,17.654266357421875,17.699817657904955,17.524120759815187,17.634744176460135,1368873
2002-08-12,17.48508071899414,17.816952390314203,17.341919854784237,17.569675030418257,467516
2002-08-13,17.47856903076172,17.699817223909612,17.179234846247418,17.569671629494064,710748
2002-08-14,17.218276977539062,17.699816335343822,17.120667445306864,17.51761251230905,573578
2002-08-15,17.218276977539062,17.218276977539062,17.218276977539062,17.218276977539062,0
2002-08-16,17.46555519104004,17.556656424682867,17.24430699742245,17.24430699742245,416421
2002-08-19,17.686803817749023,17.764891182503963,17.446034784408727,17.446034784408727,297099
2002-08-20,17.569671630859375,17.96010841413636,17.53713557357369,17.95360147573581,533890
2002-08-21,17.608722686767578,17.667287885205223,17.54364918217196,17.569678310953517,326172
2002-08-22,17.4915828704834,17.56967022087219,17.24430557827748,17.56967022087219,1088593
2002-08-23,18.13580894470215,18.35054887724552,17.439529533579346,17.439529533579346,1992430
2002-08-26,18.13580894470215,18.61084148357619,18.031692448283156,18.33753499783474,1476348
2002-08-27,18.187864303588867,18.415619444645046,17.89503704524977,18.31150296476599,2143086
2002-08-28,18.122791290283203,18.59782376599382,18.038198354794797,18.07073577956174,1792769
2002-08-29,18.077241897583008,18.220401382793888,17.914558864697526,18.12279183611921,680449
2002-08-30,18.68892478942871,18.799548201482903,18.220399292204977,18.350544884410766,2018241
2002-09-02,18.51323127746582,18.936204188010365,18.383085661507256,18.740986446714093,559938
2002-09-03,18.2724552154541,18.545761607122024,18.122787462047448,18.363557801104317,311476
2002-09-04,18.142311096191406,18.207384571920333,17.947093399570296,17.986136392781386,225780
2002-09-05,18.23992156982422,18.350544982469547,18.0251816828579,18.337531105820876,611853
2002-09-06,18.597820281982422,18.75399634187076,18.090251841872902,18.25293483938245,1450828
2002-09-09,18.396102905273438,18.67591498603562,17.699822077610293,18.66290110566682,1168799
2002-09-10,18.396102905273438,18.396102905273438,18.396102905273438,18.396102905273438,0
2002-09-11,18.74098014831543,18.923183949423045,18.545761107344497,18.59131376422476,997804
2002-09-12,18.74098014831543,19.001271292754883,18.55226804463481,18.884140960398472,1523280
2002-09-13,18.649877548217773,18.949213046693195,17.114158432134154,17.114158432134154,699270
2002-09-16,18.578304290771484,18.734480402669494,18.35054911063743,18.727972097598137,1936346
2002-09-17,18.708444595336914,18.74098201559577,18.422124307925653,18.428632611147115,862224
2002-09-18,18.786535263061523,18.87112956089901,18.42863452530212,18.597823120977097,792280
2002-09-19,19.02079963684082,19.196495192339526,18.643376672394027,18.740986224526505,1652959
2002-09-20,18.33102035522461,18.708441813505033,17.895032368356432,18.220395600302822,1619717
2002-09-23,17.960105895996094,18.337528749554483,17.960105895996094,18.226905351123623,989037
2002-09-24,18.064224243164062,18.220398950885414,17.192248109078417,17.634743114288913,1344084
2002-09-25,17.829959869384766,18.090251015165677,17.76488640029819,18.090251015165677,775428
2002-09-26,17.61522102355957,18.714952201383824,17.211769041868155,17.89503436260851,13899418
2002-09-27,17.960105895996094,18.48068820070923,17.56966916746124,17.56966916746124,6507935
2002-09-30,18.259441375732422,18.415616066905894,17.816946417407586,17.960105868341905,4397541
2002-10-01,18.851606369018555,18.949215904134558,17.973123283540314,18.12278969006424,4019493
2002-10-02,18.851606369018555,18.851606369018555,18.851606369018555,18.851606369018555,0
2002-10-03,18.493703842163086,18.87112670390913,18.357051325532087,18.80605323176695,1520359
2002-10-04,18.656389236450195,18.7670126514914,18.220399784184774,18.480690975624626,1157744
2002-10-07,18.636865615844727,18.74098208437639,18.383081382478085,18.74098208437639,653697
2002-10-08,18.025184631347656,18.61084057784401,17.973126385671673,18.61084057784401,947045
2002-10-09,17.79092025756836,18.265951347477248,17.70632459516799,18.207386169879264,1084429
2002-10-10,17.58268928527832,17.89503875475408,17.56967404140861,17.89503875475408,1559904
2002-10-11,17.947092056274414,18.142309738283956,17.719336956194336,17.89503382570084,1045808
2002-10-14,18.038196563720703,18.28547250264191,17.829962253964023,18.038196563720703,772557
2002-10-15,18.038196563720703,18.038196563720703,18.038196563720703,18.038196563720703,0
2002-10-16,17.92106819152832,18.350548036948584,17.73886433113845,18.285475912308055,597047
2002-10-17,17.79092025756836,18.090254449400344,17.62173029805058,17.98613797132262,849447
2002-10-18,16.860382080078125,17.8299680679061,16.606599120210053,17.82346112759025,2893610
2002-10-21,17.049089431762695,17.23780158473102,16.834349522835204,17.1792364032568,1704857
